-39.630	25.385	16	15	122	434
-1.025	50.433	10	4	163	506
-28.632	23.486	24	10	195	481
-52.997	-16.248	24	21	244	446
-3.345	-22.955	18	2	248	529
-62.640	-26.349	21	6	141	344
25.403	0.531	21	1	63	412
-29.895	72.919	17	23	150	333
26.630	1.971	7	24	255	564
-9.814	35.004	14	16	108	309
-7.758	-42.426	8	18	128	388
28.918	-7.117	2	1	67	401
47.693	36.108	18	1	259	466
-53.168	5.206	10	21	265	596
17.560	13.214	17	8	244	488
6.836	-2.496	20	22	125	479
-17.322	97.260	9	23	136	337
22.406	26.532	25	11	197	414
-73.090	-13.251	6	15	87	286
-64.996	-4.578	16	14	286	630
-34.906	-43.903	11	16	262	557
-92.346	-4.517	9	25	95	299
0.647	-8.496	9	12	62	373
5.048	-37.323	18	9	174	355
-19.080	-14.178	10	20	194	538
-71.704	-11.450	11	22	147	420
-45.581	-28.717	14	13	141	353
-28.351	-23.914	15	24	182	497
-16.486	30.920	19	13	72	345
-83.423	-20.935	25	4	250	442
-12.054	-20.612	10	22	241	514
-7.184	-63.721	11	18	279	472
34.546	-8.881	11	25	195	477
-4.865	73.694	25	19	61	246
-36.005	-3.876	14	8	195	550
-28.400	-21.820	20	13	99	367
-56.281	-15.112	7	1	205	509
-11.017	42.151	1	1	94	413
-63.092	-62.573	15	5	68	402
29.486	79.944	2	2	88	294
-65.674	-0.238	7	22	286	627
46.130	-20.416	21	3	268	494
1.575	-16.364	19	2	78	326
40.277	-1.379	17	6	94	403
-15.271	42.249	23	19	285	527
33.215	-16.614	17	5	225	471
-72.388	13.074	20	25	121	365
-24.487	5.273	11	9	210	419
-6.598	-30.957	1	20	130	480
31.287	21.332	11	11	217	420
20.557	0.378	15	18	118	429
-67.200	-41.339	3	25	266	518
22.168	-40.375	21	22	95	429
31.165	2.222	5	25	167	490
74.634	30.219	11	14	199	386
60.699	81.116	6	21	137	469
-60.736	24.133	17	1	194	531
1.978	17.517	20	9	251	581
-80.566	-38.196	10	2	269	574
-49.927	-36.713	24	2	128	447
-60.449	-27.820	6	4	147	442
-78.748	-44.226	18	15	140	452
54.260	-9.259	15	11	133	346
-42.059	-26.636	6	15	262	554
-57.336	-16.718	10	15	156	483
-1.276	-13.330	7	16	248	561
-24.158	39.197	24	14	201	405
17.908	-40.442	3	25	133	342
59.833	-3.674	22	9	91	276
-3.510	6.256	1	23	188	446
40.167	8.594	4	16	114	332
-1.691	-54.376	12	10	286	552
-36.035	-17.065	14	4	202	521
7.275	-4.144	17	25	201	420
30.219	-6.830	20	20	110	467
-26.379	-63.055	19	5	90	434
28.772	-0.031	18	19	247	453
2.625	5.072	22	2	271	563
3.595	-21.600	14	13	67	347
-64.948	-10.956	14	19	265	593
18.671	-41.010	20	2	148	412
29.291	12.799	16	16	299	580
4.529	26.654	25	2	89	295
25.360	29.718	12	6	208	431
57.349	-15.405	1	3	254	576
-11.566	-19.012	11	20	114	362
-45.441	-71.808	18	13	215	491
2.197	-3.564	8	9	224	474
-1.855	-24.475	8	5	258	482
-59.851	-48.938	1	15	65	396
70.081	-17.816	23	22	218	458
-4.932	28.754	19	18	231	429
-46.625	-23.529	18	21	119	354
-49.872	-35.339	16	16	256	610
-67.499	8.142	7	22	216	437
31.195	-18.243	13	23	247	443
-42.139	-52.704	5	1	125	469
-15.094	18.933	3	1	118	436
-78.625	-24.341	22	13	173	527
51.471	-9.607	21	14	243	438
29.987	-31.061	18	18	69	331
46.741	1.453	14	5	223	544
-52.954	31.738	19	24	207	452
10.535	-61.432	18	11	83	424
-15.948	-56.012	12	5	210	507
-7.776	-54.730	21	1	112	400
11.047	-20.905	15	21	274	462
-24.359	-23.047	8	6	282	511
2.948	-20.398	5	6	158	391
-82.654	24.323	3	5	294	503
-12.134	42.065	2	23	177	389
-98.035	-36.359	5	16	202	511
-61.102	-13.477	3	18	247	584
-39.136	6.287	12	10	256	615
41.180	7.971	4	9	142	324
4.254	19.830	23	18	189	390
-34.143	-37.915	8	22	122	312
-4.559	23.566	7	24	156	388
37.891	-1.947	10	15	296	530
78.259	15.936	18	6	197	427
-8.661	-25.110	4	12	293	489
10.071	37.164	9	19	214	552
-42.621	-46.985	19	19	221	515
92.157	-94.183	5	17	178	416
32.202	-39.844	19	22	182	363
-55.231	-15.027	7	25	188	380
-26.746	-21.490	22	11	286	576
-75.513	-0.708	2	23	84	440
34.021	12.665	7	10	98	421
-2.643	-20.831	4	17	146	389
53.369	13.770	11	6	191	532
-14.948	-40.259	12	20	204	513
67.828	5.750	2	6	182	424
-13.220	-26.031	13	4	117	476
4.169	-32.617	22	25	231	437
-26.050	-33.313	6	7	142	464
31.964	-45.703	11	11	159	402
96.820	26.208	22	14	84	357
-44.696	-37.854	9	14	262	593
33.417	11.792	21	15	296	499
-35.187	19.226	8	2	151	340
-14.233	-74.988	4	14	62	246
37.158	-0.836	19	17	186	535
-51.697	-26.447	20	24	292	492
23.535	5.896	22	10	124	456
-18.433	53.711	10	20	262	515
-11.340	-17.621	20	11	296	561
-7.812	-35.895	10	16	165	389
3.522	26.941	23	3	160	481
-46.588	-22.266	5	11	151	414
-2.997	-0.549	25	10	266	613
32.147	17.151	7	18	178	475
32.019	13.007	16	20	87	441
-6.628	29.889	15	24	241	569
77.777	-25.397	9	16	146	437
30.707	65.704	19	2	255	528
-43.811	-43.036	11	14	168	483
49.561	16.827	19	10	125	454
-28.931	-0.439	10	22	258	583
40.363	16.382	20	14	225	462
22.748	40.674	17	15	194	536
-1.471	6.567	22	7	204	423
-1.190	16.864	24	20	216	541
8.032	41.821	5	1	153	335
-44.019	-22.784	5	24	111	393
12.366	-11.353	17	22	148	460
33.276	15.881	7	23	193	535
-34.790	-15.045	25	20	285	475
-96.857	-19.391	12	15	256	467
38.434	-5.353	11	14	83	366
-25.391	0.220	6	12	122	328
0.848	-31.860	13	4	118	351
-24.023	95.691	23	15	238	445
-4.272	35.468	15	12	184	499
-6.927	1.855	13	8	189	379
-70.953	-3.217	10	2	206	524
-32.648	-16.522	24	24	78	359
42.859	-21.680	13	5	131	363
5.182	6.403	12	8	212	425
36.920	-4.987	21	21	212	448
49.591	27.783	10	5	232	519
45.038	10.785	12	16	79	315
7.690	14.056	9	8	70	343
-60.907	18.640	5	24	167	374
-64.496	8.923	18	23	268	617
37.158	-14.990	24	6	291	475
